Fecha,AGU_I,AGU_L,AGU,AGU_R,AGU_D,BCN_I,BCN_L,BCN,BCN_R,BCN_D,BCS_I,BCS_L,BCS,BCS_R,BCS_D,CAM_I,CAM_L,CAM,CAM_R,CAM_D,CHP_I,CHP_L,CHP,CHP_R,CHP_D,CHH_I,CHH_L,CHH,CHH_R,CHH_D,CMX_I,CMX_L,CMX,CMX_R,CMX_D,COA_I,COA_L,COA,COA_R,COA_D,COL_I,COL_L,COL,COL_R,COL_D,DUR_I,DUR_L,DUR,DUR_R,DUR_D,GUA_I,GUA_L,GUA,GUA_R,GUA_D,GRO_I,GRO_L,GRO,GRO_R,GRO_D,HID_I,HID_L,HID,HID_R,HID_D,JAL_I,JAL_L,JAL,JAL_R,JAL_D,MIC_I,MIC_L,MIC,MIC_R,MIC_D,MOR_I,MOR_L,MOR,MOR_R,MOR_D,MEX_I,MEX_L,MEX,MEX_R,MEX_D,NAY_I,NAY_L,NAY,NAY_R,NAY_D,NLE_I,NLE_L,NLE,NLE_R,NLE_D,OAX_I,OAX_L,OAX,OAX_R,OAX_D,PUE_I,PUE_L,PUE,PUE_R,PUE_D,QUE_I,QUE_L,QUE,QUE_R,QUE_D,ROO_I,ROO_L,ROO,ROO_R,ROO_D,SLP_I,SLP_L,SLP,SLP_R,SLP_D,SIN_I,SIN_L,SIN,SIN_R,SIN_D,SON_I,SON_L,SON,SON_R,SON_D,TAB_I,TAB_L,TAB,TAB_R,TAB_D,TAM_I,TAM_L,TAM,TAM_R,TAM_D,TLA_I,TLA_L,TLA,TLA_R,TLA_D,VER_I,VER_L,VER,VER_R,VER_D,YUC_I,YUC_L,YUC,YUC_R,YUC_D,ZAC_I,ZAC_L,ZAC,ZAC_R,ZAC_D,Pos_I,Pos_L,Pos,Pos_rep,Susp_rep,Neg_rep,IRAG_Test,Tested_tot,Recovered,Deceased
2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,44,63,0,0
2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,125,148,0,0
2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,37,125,168,0,0
2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,8,46,125,183,0,0
2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,11,60,140,216,0,0
2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,21,69,140,235,0,0
2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,39,75,140,259,0,0
2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,26,112,140,283,0,0
2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,35,143,140,323,0,0
2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,36,163,140,345,0,0
2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,30,186,140,363,0,0
2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,24,201,140,372,0,0
2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,12,218,140,377,0,0
2020-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,37,234,140,418,0,0
2020-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,11,49,264,182,507,1,0
2020-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,15,82,298,182,577,1,0
2020-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10,1,11,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,2,2,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,24,3,27,26,105,344,182,658,1,0
2020-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,15,2,17,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,3,0,3,0,0,2,0,2,0,0,3,0,3,0,0,2,2,4,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,37,4,41,41,155,404,182,782,2,0
2020-03-15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16,2,18,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,0,0,0,0,0,0,5,0,5,0,0,2,0,2,0,0,5,1,6,0,0,4,2,6,0,0,1,0,1,0,0,2,0,2,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,48,5,53,53,176,482,182,893,3,0
2020-03-16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,18,3,21,0,0,1,0,1,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,9,1,0,0,0,0,0,0,13,0,13,0,0,2,0,2,0,0,7,1,8,0,0,5,2,7,0,0,3,1,4,0,0,2,0,2,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,73,9,82,82,171,579,182,1014,3,0
2020-03-17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,18,3,21,0,0,1,0,1,1,0,0,0,0,0,0,3,0,3,0,0,1,0,1,0,0,1,1,2,0,0,0,0,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,9,1,10,1,0,0,0,0,0,0,13,1,14,0,0,2,0,2,0,0,8,1,9,0,0,5,2,7,0,0,3,1,4,0,0,2,0,2,0,0,2,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,82,11,93,93,206,672,182,1153,3,0
2020-03-18,1,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,20,4,24,0,0,1,0,1,1,0,1,0,1,0,0,3,0,3,0,0,4,0,4,0,0,1,1,2,0,0,0,0,0,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,9,1,10,1,0,0,0,0,0,0,18,1,19,0,0,2,0,2,0,0,8,1,9,0,0,5,2,7,0,0,5,1,6,0,0,3,0,3,0,0,2,0,2,1,0,1,0,1,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,8,0,8,0,0,0,0,0,0,0,104,14,118,118,314,787,182,1401,3,0
2020-03-19,4,0,4,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,25,6,31,0,1,1,0,1,1,0,1,0,1,0,0,3,0,3,0,0,4,0,4,0,0,3,1,4,0,0,2,0,2,0,0,19,3,22,0,0,0,0,0,0,0,0,0,0,0,0,9,1,10,1,0,0,0,0,0,0,18,1,19,0,0,2,0,2,0,0,9,2,11,0,0,7,2,9,0,0,5,1,6,0,0,7,0,7,0,0,3,0,3,1,0,2,0,2,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,11,2,13,0,0,0,0,0,0,0,144,20,164,164,448,921,182,1715,3,1
2020-03-20,4,0,4,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,25,6,31,0,1,1,0,1,1,0,1,0,1,0,0,4,0,4,0,1,4,0,4,0,0,3,1,4,0,0,2,0,2,0,0,22,6,28,0,0,0,0,0,0,0,2,0,2,0,0,12,2,14,1,0,0,0,0,0,0,24,5,29,0,0,2,0,2,0,0,12,2,14,0,0,9,2,11,0,0,8,3,11,0,0,7,0,7,0,0,3,0,3,1,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,4,0,4,0,0,11,2,13,0,0,0,0,0,0,0,172,31,203,203,606,1111,182,2102,3,2
2020-03-21,4,0,4,0,0,5,3,8,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,29,16,45,0,1,3,0,3,1,0,2,0,2,0,0,4,1,5,0,1,4,0,4,0,0,3,1,4,0,0,3,0,3,0,0,24,8,32,0,0,0,0,0,0,0,2,0,2,0,0,12,2,14,1,0,1,0,1,0,0,27,5,32,0,0,2,0,2,0,0,14,2,16,0,0,11,3,14,0,0,9,3,12,0,0,9,0,9,0,0,3,0,3,1,0,2,0,2,0,0,4,0,4,0,0,3,0,3,0,0,0,0,0,0,0,6,1,7,0,0,11,3,14,0,0,0,1,1,0,0,202,49,251,251,697,1493,182,2623,3,2
2020-03-22,4,0,4,0,0,7,4,11,0,0,1,0,1,0,0,1,0,1,0,0,2,0,2,0,0,5,0,5,0,0,36,20,56,0,1,10,0,10,1,0,2,0,2,0,0,4,1,5,0,1,4,0,4,0,0,3,1,4,0,0,4,1,5,0,0,32,9,41,0,0,1,2,3,0,0,2,0,2,0,0,19,3,22,1,0,1,0,1,0,0,30,5,35,0,0,2,1,3,0,0,14,2,16,0,0,11,3,14,0,0,9,3,12,0,0,11,1,12,0,0,3,1,4,1,0,4,0,4,0,0,5,0,5,0,0,4,0,4,0,0,0,0,0,0,0,6,1,7,0,0,15,4,19,0,0,0,2,2,0,0,252,64,316,316,793,1667,182,2958,3,2
2020-03-23,6,0,6,0,0,8,5,13,0,0,1,1,2,0,0,2,0,2,0,0,2,0,2,0,0,5,0,5,0,0,37,23,60,0,2,12,0,12,1,0,2,0,2,0,0,4,1,5,0,1,7,0,7,0,0,3,2,5,0,0,4,3,7,0,0,36,10,46,0,1,1,6,7,0,0,2,0,2,0,0,19,3,22,1,0,1,0,1,0,0,31,9,40,0,0,3,1,4,0,0,14,2,16,0,0,12,4,16,0,0,15,6,21,0,0,14,2,16,0,0,3,1,4,1,0,4,0,4,0,0,6,0,6,0,0,4,1,5,0,0,0,0,0,0,0,6,1,7,0,0,15,4,19,0,0,1,2,3,0,0,280,87,367,367,826,1865,182,3240,3,4
