Fecha,AGU_S,AGU_I,AGU_L,AGU,AGU_R,AGU_D,BCN_S,BCN_I,BCN_L,BCN,BCN_R,BCN_D,BCS_S,BCS_I,BCS_L,BCS,BCS_R,BCS_D,CAM_S,CAM_I,CAM_L,CAM,CAM_R,CAM_D,CHP_S,CHP_I,CHP_L,CHP,CHP_R,CHP_D,CHH_S,CHH_I,CHH_L,CHH,CHH_R,CHH_D,CMX_S,CMX_I,CMX_L,CMX,CMX_R,CMX_D,COA_S,COA_I,COA_L,COA,COA_R,COA_D,COL_S,COL_I,COL_L,COL,COL_R,COL_D,DUR_S,DUR_I,DUR_L,DUR,DUR_R,DUR_D,GUA_S,GUA_I,GUA_L,GUA,GUA_R,GUA_D,GRO_S,GRO_I,GRO_L,GRO,GRO_R,GRO_D,HID_S,HID_I,HID_L,HID,HID_R,HID_D,JAL_S,JAL_I,JAL_L,JAL,JAL_R,JAL_D,MIC_S,MIC_I,MIC_L,MIC,MIC_R,MIC_D,MOR_S,MOR_I,MOR_L,MOR,MOR_R,MOR_D,MEX_S,MEX_I,MEX_L,MEX,MEX_R,MEX_D,NAY_S,NAY_I,NAY_L,NAY,NAY_R,NAY_D,NLE_S,NLE_I,NLE_L,NLE,NLE_R,NLE_D,OAX_S,OAX_I,OAX_L,OAX,OAX_R,OAX_D,PUE_S,PUE_I,PUE_L,PUE,PUE_R,PUE_D,QUE_S,QUE_I,QUE_L,QUE,QUE_R,QUE_D,ROO_S,ROO_I,ROO_L,ROO,ROO_R,ROO_D,SLP_S,SLP_I,SLP_L,SLP,SLP_R,SLP_D,SIN_S,SIN_I,SIN_L,SIN,SIN_R,SIN_D,SON_S,SON_I,SON_L,SON,SON_R,SON_D,TAB_S,TAB_I,TAB_L,TAB,TAB_R,TAB_D,TAM_S,TAM_I,TAM_L,TAM,TAM_R,TAM_D,TLA_S,TLA_I,TLA_L,TLA,TLA_R,TLA_D,VER_S,VER_I,VER_L,VER,VER_R,VER_D,YUC_S,YUC_I,YUC_L,YUC,YUC_R,YUC_D,ZAC_S,ZAC_I,ZAC_L,ZAC,ZAC_R,ZAC_D,Susp,Pos_I,Pos_L,Pos,Pos_rep,Susp_rep,Neg_rep,IRAG_Test,Tested_tot,Recovered,Deceased
2020-06-11,416,,,1338,,67,947,,,6708,,1418,176,,,900,,48,177,,,1008,,122,613,,,2890,,254,1570,,,2101,,430,12871,,,41261,,4266,4534,,,1866,,115,78,,,250,,36,549,,,759,,59,1717,,,3091,,171,1408,,,2924,,496,338,,,2492,,433,1748,,,3547,,310,1416,,,3232,,262,246,,,1677,,326,6595,,,14546,,1813,129,,,871,,101,4323,,,2229,,152,944,,,2498,,289,2519,,,5065,,693,211,,,1425,,174,268,,,2317,,456,560,,,1536,,84,1751,,,5210,,835,3469,,,3433,,230,1593,,,6120,,711,1853,,,2615,,180,427,,,1501,,215,1758,,,5779,,911,376,,,2334,,232,120,,,451,,55,55700,,,133974,,,,,,,15944
2020-06-12,386,,,1421,,69,1009,,,6860,,1439,257,,,905,,48,235,,,1031,,127,566,,,3031,,264,1575,,,2148,,449,13122,,,42746,,4401,4238,,,1897,,123,92,,,262,,36,524,,,845,,65,1828,,,3260,,178,1495,,,3065,,512,293,,,2581,,449,1826,,,3742,,319,1507,,,3385,,268,264,,,1725,,334,7048,,,15071,,1885,156,,,913,,108,4005,,,2340,,156,757,,,2748,,320,2651,,,5241,,717,214,,,1456,,182,264,,,2372,,459,646,,,1584,,86,1951,,,5333,,852,3671,,,3593,,244,1845,,,6311,,716,1868,,,2846,,188,390,,,1569,,222,1748,,,6005,,937,383,,,2417,,240,114,,,493,,55,56928,,,139196,,,,,,,16448
2020-06-13,406,,,1450,,70,1028,,,6949,,1471,279,,,943,,49,260,,,1071,,133,594,,,3071,,289,1483,,,2221,,455,12772,,,43559,,4503,4475,,,1921,,130,80,,,274,,39,464,,,912,,73,1848,,,3410,,184,1469,,,3164,,534,337,,,2631,,456,1739,,,3916,,327,1684,,,3468,,272,268,,,1755,,334,7275,,,15285,,1931,141,,,947,,110,3845,,,2462,,165,722,,,2888,,331,2445,,,5469,,728,227,,,1485,,188,252,,,2429,,464,630,,,1667,,89,2111,,,5382,,867,3832,,,3714,,256,1683,,,6505,,727,1950,,,3003,,199,309,,,1636,,222,1813,,,6113,,973,364,,,2482,,246,141,,,508,,57,56926,,,142690,,,,,,,16872
2020-06-14,437,,,1450,,70,1071,,,6991,,1510,146,,,974,,50,223,,,1109,,135,563,,,3165,,291,1405,,,2270,,458,11317,,,44683,,4553,4418,,,1979,,132,70,,,291,,39,365,,,965,,73,1787,,,3513,,189,1464,,,3247,,544,290,,,2691,,464,1491,,,4079,,335,1577,,,3546,,277,217,,,1789,,335,6963,,,15675,,1952,126,,,984,,111,3333,,,2552,,165,630,,,3024,,340,2233,,,5662,,733,169,,,1541,,195,197,,,2491,,467,606,,,1726,,90,1859,,,5651,,879,3809,,,3860,,273,1490,,,6709,,736,2008,,,3112,,201,354,,,1644,,228,1539,,,6421,,1011,338,,,2521,,248,141,,,522,,57,52636,,,146837,,,,,,,17141
2020-06-15,516,,,1487,,71,1035,,,7153,,1536,188,,,984,,51,229,,,1144,,137,586,,,3227,,300,1456,,,2279,,466,11458,,,45439,,4664,3286,,,2064,,135,82,,,299,,40,495,,,975,,75,1769,,,3583,,196,1386,,,3401,,574,292,,,2749,,472,1575,,,4173,,348,1621,,,3658,,287,224,,,1807,,336,7566,,,15906,,2005,153,,,1000,,113,3007,,,2895,,180,580,,,3142,,362,2520,,,5749,,735,160,,,1573,,203,281,,,2497,,474,723,,,1728,,91,1842,,,5870,,907,3966,,,3956,,282,1603,,,6939,,747,2173,,,3151,,207,388,,,1691,,233,1539,,,6621,,1039,406,,,2578,,256,112,,,546,,58,53217,,,150264,,,,,,,17580
2020-06-16,398,,,1582,,84,1145,,,7241,,1594,223,,,1022,,56,260,,,1169,,140,607,,,3316,,307,1444,,,2343,,492,13064,,,46178,,4821,3025,,,2300,,137,93,,,309,,41,732,,,992,,75,1711,,,3923,,204,1368,,,3536,,599,328,,,2819,,481,1752,,,4326,,363,1989,,,3719,,307,285,,,1838,,349,7673,,,16621,,2109,161,,,1045,,125,2931,,,3003,,188,695,,,3263,,385,2853,,,5984,,779,199,,,1622,,212,313,,,2547,,487,753,,,1859,,92,1997,,,5962,,933,4393,,,3984,,306,1702,,,7148,,758,2075,,,3424,,218,410,,,1725,,240,1689,,,6823,,1091,374,,,2684,,275,201,,,556,,62,56843,,,154863,,,,,,,18310
2020-06-17,422,,,1641,,93,1292,,,7364,,1617,283,,,1037,,61,315,,,1209,,142,659,,,3358,,321,1409,,,2401,,503,13717,,,47098,,5042,3020,,,2374,,141,98,,,326,,42,645,,,1088,,93,1914,,,4108,,215,1408,,,3678,,649,226,,,2939,,497,1828,,,4535,,404,1756,,,4040,,324,279,,,1896,,355,7944,,,17130,,2222,167,,,1088,,126,2881,,,3257,,196,795,,,3391,,397,3006,,,6374,,825,189,,,1662,,215,289,,,2643,,498,691,,,1942,,98,2214,,,6036,,953,4813,,,4042,,312,1843,,,7374,,774,2264,,,3558,,232,400,,,1776,,243,1716,,,7084,,1123,365,,,2769,,301,228,,,575,,66,59076,,,159793,,,,,,,19080
2020-06-18,428,,,1707,,98,1289,,,7528,,1638,214,,,1104,,63,369,,,1268,,150,684,,,3454,,329,1429,,,2443,,526,13159,,,48614,,5184,3085,,,2499,,145,113,,,342,,42,626,,,1175,,96,2053,,,4371,,221,1430,,,3792,,672,274,,,2987,,505,1925,,,4694,,426,1680,,,4232,,341,246,,,1945,,361,8074,,,17630,,2343,161,,,1127,,137,2829,,,3414,,215,862,,,3506,,417,3168,,,6688,,879,198,,,1702,,221,314,,,2719,,500,716,,,2044,,101,2291,,,6170,,967,4752,,,4376,,331,2055,,,7641,,815,2416,,,3774,,243,474,,,1801,,247,1917,,,7240,,1160,359,,,2864,,305,188,,,604,,69,59778,,,165455,,,,,,,19747
2020-06-19,391,,,1783,,106,1343,,,7686,,1683,306,,,1110,,64,404,,,1321,,155,699,,,3519,,357,1441,,,2479,,537,12889,,,49851,,5314,3334,,,2623,,152,124,,,356,,43,681,,,1242,,100,2262,,,4611,,232,1402,,,3917,,689,231,,,3075,,522,2081,,,4830,,432,1937,,,4340,,353,250,,,1982,,366,8660,,,18029,,2457,171,,,1170,,140,3053,,,3491,,228,848,,,3710,,428,3162,,,7168,,916,224,,,1734,,223,324,,,2778,,507,826,,,2084,,102,2330,,,6347,,990,4856,,,4620,,356,2214,,,7866,,841,2684,,,3888,,261,499,,,1838,,255,2063,,,7422,,1196,391,,,2981,,318,165,,,634,,71,62245,,,170485,,,,,,,20394
2020-06-20,354,,,1845,,109,1299,,,7841,,1734,241,,,1171,,64,447,,,1368,,157,697,,,3570,,364,1426,,,2538,,553,11748,,,50881,,5378,3350,,,2746,,155,113,,,367,,43,514,,,1330,,103,2354,,,4844,,247,1353,,,4061,,710,259,,,3130,,533,2144,,,4958,,441,1886,,,4536,,361,203,,,2017,,372,8871,,,18295,,2502,162,,,1221,,144,2979,,,3647,,235,813,,,3840,,438,3196,,,7455,,930,223,,,1783,,225,291,,,2838,,510,823,,,2186,,101,2342,,,6495,,1005,4917,,,4798,,365,2108,,,8185,,859,2498,,,4006,,270,434,,,1901,,258,2056,,,7614,,1220,417,,,3073,,323,103,,,662,,72,60621,,,175202,,,,,,,20781
2020-06-21,300,,,1903,,110,1289,,,7919,,1741,181,,,1205,,65,356,,,1440,,157,682,,,3676,,374,1294,,,2619,,557,10537,,,51696,,5451,3332,,,2868,,157,91,,,389,,44,355,,,1373,,106,2388,,,4978,,250,1306,,,4168,,721,234,,,3188,,551,2003,,,5130,,461,2034,,,4550,,364,174,,,2203,,532,8032,,,19459,,3092,96,,,1289,,151,3012,,,3765,,239,794,,,3981,,449,3013,,,7763,,941,188,,,1805,,227,196,,,2930,,514,766,,,2257,,101,2140,,,6701,,1020,4912,,,4937,,372,1881,,,8444,,897,2432,,,4161,,275,369,,,1955,,259,1755,,,7958,,1248,370,,,3153,,327,78,,,682,,72,56590,,,180545,,,,,,,21825
2020-06-22,297,,,1935,,112,1279,,,8026,,1768,195,,,1238,,65,342,,,1500,,162,762,,,3746,,389,1349,,,2635,,563,11186,,,52175,,5515,3455,,,2913,,163,97,,,406,,47,440,,,1383,,106,2521,,,5058,,257,1242,,,4303,,743,232,,,3235,,557,1998,,,5260,,472,1866,,,4710,,376,211,,,2334,,625,8102,,,20330,,3415,152,,,1299,,153,2865,,,3924,,247,789,,,4070,,468,3158,,,7991,,966,190,,,1836,,238,306,,,2953,,517,557,,,2418,,107,2288,,,6789,,1032,4613,,,5360,,388,1800,,,8771,,909,2346,,,4390,,278,472,,,1958,,273,1646,,,8251,,1267,432,,,3235,,331,93,,,690,,75,57281,,,185122,,,,,,,22584
2020-06-23,338,,,1989,,114,1379,,,8191,,1794,303,,,1259,,67,403,,,1551,,166,829,,,3818,,401,1376,,,2662,,577,12008,,,52975,,5656,3627,,,3130,,168,99,,,434,,52,565,,,1403,,114,2321,,,5495,,280,1182,,,4488,,790,155,,,3357,,567,1944,,,5570,,492,2048,,,4837,,388,242,,,2409,,633,8567,,,20804,,3515,191,,,1336,,160,2873,,,4115,,254,938,,,4149,,487,3287,,,8563,,992,200,,,1858,,250,437,,,2992,,523,547,,,2483,,114,1829,,,7330,,1098,4215,,,6019,,484,1899,,,9015,,925,2574,,,4566,,288,471,,,2010,,274,1753,,,8495,,1335,373,,,3409,,339,133,,,698,,80,59106,,,191410,,,,,,,23377
2020-06-24,396,,,2066,,119,1567,,,8301,,1813,392,,,1271,,69,487,,,1618,,169,796,,,3924,,420,1309,,,2727,,591,12858,,,53757,,5938,4110,,,3236,,177,124,,,445,,57,683,,,1443,,125,2500,,,5749,,282,1163,,,4640,,810,206,,,3413,,585,1969,,,5760,,528,2100,,,5070,,401,290,,,2541,,639,8050,,,21759,,3711,205,,,1388,,162,3312,,,4213,,267,975,,,4346,,501,3575,,,8876,,1024,196,,,1898,,254,429,,,3125,,534,730,,,2536,,118,1885,,,7490,,1126,4568,,,6130,,554,1917,,,9280,,958,2671,,,4864,,303,522,,,2049,,281,1913,,,8673,,1373,460,,,3530,,355,117,,,729,,80,62475,,,196847,,,,,,,24324
2020-06-25,400,,,2103,,122,1697,,,8408,,1824,386,,,1308,,69,503,,,1694,,175,763,,,4034,,435,1206,,,2839,,610,12913,,,54854,,6116,4147,,,3479,,190,117,,,466,,58,680,,,1587,,132,2404,,,6176,,301,1260,,,4685,,820,184,,,3501,,600,2112,,,5923,,563,2007,,,5344,,415,353,,,2590,,640,7933,,,22500,,3873,207,,,1438,,168,3090,,,4614,,277,1068,,,4462,,513,3986,,,9151,,1101,193,,,1925,,257,456,,,3213,,543,966,,,2538,,123,2047,,,7587,,1147,4810,,,6319,,572,2043,,,9548,,970,2538,,,5109,,315,499,,,2138,,283,1985,,,8991,,1395,491,,,3676,,368,139,,,751,,85,63583,,,202951,,,,,,,25060
2020-06-26,341,,,2163,,129,1691,,,8628,,1854,312,,,1369,,69,535,,,1764,,181,778,,,4110,,464,1235,,,2911,,616,13402,,,55909,,6245,4337,,,3686,,197,115,,,492,,62,703,,,1675,,134,2445,,,6450,,327,1295,,,4783,,836,185,,,3568,,610,2144,,,6106,,603,2167,,,5450,,420,343,,,2636,,644,8517,,,22957,,4021,202,,,1486,,177,3648,,,4724,,294,956,,,4735,,535,4252,,,9440,,1155,187,,,1968,,260,493,,,3284,,551,853,,,2645,,132,2066,,,7782,,1169,5035,,,6498,,596,2147,,,9817,,990,2867,,,5249,,324,613,,,2171,,293,1927,,,9345,,1428,487,,,3813,,377,162,,,778,,86,66440,,,208392,,,,,,,25779
2020-06-27,310,,,2192,,134,1730,,,8789,,1873,359,,,1374,,70,511,,,1838,,188,822,,,4154,,490,1262,,,2947,,626,12764,,,56752,,6324,4368,,,3791,,201,111,,,511,,63,835,,,1707,,136,2878,,,6658,,334,1241,,,4898,,846,212,,,3640,,624,2235,,,6237,,620,2220,,,5536,,429,312,,,2715,,648,8679,,,23247,,4156,195,,,1543,,183,3621,,,4981,,298,979,,,4858,,554,4507,,,9672,,1181,174,,,1965,,266,449,,,3379,,556,649,,,2875,,142,2086,,,7819,,1218,5081,,,6764,,648,2047,,,10059,,998,3198,,,5411,,335,705,,,2173,,305,2075,,,9512,,1455,352,,,3995,,391,132,,,810,,89,67099,,,212802,,,,,,,26381
2020-06-28,242,,,2251,,134,1732,,,8864,,1883,296,,,1422,,70,431,,,1932,,193,754,,,4216,,503,1271,,,2957,,627,12049,,,57280,,6360,4155,,,4005,,210,103,,,540,,65,911,,,1751,,136,2824,,,6833,,342,1076,,,5027,,856,208,,,3679,,629,1948,,,6435,,636,2363,,,5563,,431,317,,,2729,,651,8384,,,23483,,4164,142,,,1609,,185,3382,,,5126,,298,990,,,4990,,559,4004,,,10083,,1213,167,,,1995,,270,449,,,3416,,562,512,,,3012,,144,2037,,,7913,,1236,5151,,,6884,,664,1961,,,10293,,1016,3087,,,5746,,346,646,,,2221,,307,2095,,,9624,,1474,341,,,4147,,393,115,,,826,,91,64143,,,216852,,,,,,,26648
2020-06-29,238,,,2289,,140,1821,,,8897,,1899,319,,,1472,,70,435,,,1984,,196,777,,,4260,,519,1254,,,3009,,635,13431,,,57750,,6456,4035,,,4288,,214,122,,,553,,69,1001,,,1790,,139,2806,,,7039,,348,1111,,,5153,,865,274,,,3698,,643,2149,,,6540,,662,2365,,,5625,,441,354,,,2745,,653,9338,,,23625,,4200,183,,,1631,,195,3086,,,5319,,309,1033,,,5083,,572,4092,,,10389,,1241,153,,,2044,,278,492,,,3518,,565,527,,,3050,,148,1908,,,8128,,1257,4965,,,7225,,689,1985,,,10534,,1032,3137,,,5853,,359,664,,,2282,,314,2230,,,9779,,1522,543,,,4233,,398,82,,,872,,93,66910,,,220657,,,,,,,27121
2020-06-30,194,,,2374,,146,1818,,,9064,,1931,400,,,1514,,71,517,,,2039,,205,727,,,4365,,543,1273,,,3064,,640,15105,,,58394,,6560,3864,,,4609,,229,134,,,563,,71,979,,,1891,,142,3183,,,7375,,357,1163,,,5253,,880,247,,,3788,,666,2406,,,6729,,692,2509,,,5724,,450,458,,,2790,,665,9607,,,24118,,4312,212,,,1677,,201,3106,,,5973,,332,1155,,,5254,,581,4462,,,10702,,1274,199,,,2074,,283,594,,,3598,,575,644,,,3147,,154,1843,,,8313,,1298,5281,,,7399,,708,2203,,,10742,,1048,3722,,,5948,,363,728,,,2339,,335,2471,,,9974,,1547,686,,,4405,,414,151,,,890,,96,72041,,,226089,,,,,,,27769
2020-07-01,310,,,2396,,151,1630,,,9368,,1962,470,,,1563,,77,508,,,2122,,216,670,,,4487,,557,1272,,,3115,,648,16433,,,59023,,6642,3804,,,4958,,233,148,,,591,,73,1052,,,1956,,147,3076,,,7785,,370,1133,,,5408,,900,226,,,3902,,679,2413,,,6918,,729,2491,,,5867,,466,336,,,2877,,678,9710,,,24741,,4450,215,,,1728,,208,3388,,,6275,,344,1310,,,5311,,588,4743,,,10898,,1338,191,,,2125,,293,617,,,3762,,595,714,,,3249,,157,1842,,,8472,,1331,5309,,,7683,,737,2387,,,10986,,1078,4240,,,6068,,373,770,,,2369,,353,2480,,,10324,,1595,927,,,4519,,443,190,,,924,,99,75005,,,231770,,,,,,,28510
2020-07-02,353,,,2434,,154,1637,,,9578,,2007,516,,,1615,,79,513,,,2213,,223,724,,,4519,,584,1253,,,3214,,653,16433,,,60225,,6750,3978,,,5292,,240,155,,,619,,78,1078,,,2032,,149,2970,,,8102,,390,1304,,,5490,,913,221,,,4002,,698,2560,,,7072,,762,2417,,,6052,,479,384,,,2921,,683,10239,,,25224,,4514,198,,,1792,,209,3168,,,6705,,361,1237,,,5574,,601,4744,,,11348,,1406,235,,,2168,,296,596,,,3926,,605,745,,,3359,,161,1946,,,8627,,1356,5250,,,8139,,773,2666,,,11232,,1097,4068,,,6583,,399,814,,,2414,,367,2807,,,10472,,1635,965,,,4612,,466,249,,,956,,101,76423,,,238511,,,,,,,29189
2020-07-03,443,,,2449,,156,1621,,,9793,,2033,554,,,1664,,83,523,,,2292,,234,764,,,4545,,599,1271,,,3268,,659,16048,,,61606,,6848,4249,,,5439,,243,131,,,659,,82,1188,,,2111,,156,2785,,,8506,,399,1609,,,5602,,947,198,,,4087,,711,2544,,,7303,,787,2335,,,6143,,487,332,,,2984,,692,10711,,,25842,,4615,217,,,1856,,212,3482,,,6896,,384,1260,,,5830,,608,4880,,,11749,,1458,237,,,2200,,312,595,,,4053,,608,880,,,3441,,163,2029,,,8762,,1383,5049,,,8660,,810,2896,,,11513,,1118,3965,,,6989,,443,913,,,2486,,374,3034,,,10683,,1656,761,,,4855,,477,246,,,985,,106,77750,,,245251,,,,,,,29843
2020-07-04,470,,,2472,,158,1601,,,9938,,2055,507,,,1729,,86,506,,,2382,,239,688,,,4655,,611,1303,,,3350,,671,14513,,,62886,,6921,4444,,,5586,,257,100,,,681,,85,1018,,,2212,,157,2501,,,8953,,413,1724,,,5790,,973,224,,,4142,,714,2427,,,7547,,807,2344,,,6213,,491,306,,,3021,,693,10448,,,26418,,4670,191,,,1910,,213,3302,,,7286,,399,1224,,,6024,,617,4832,,,12063,,1481,192,,,2253,,323,521,,,4175,,615,905,,,3577,,172,1995,,,8918,,1404,5222,,,8892,,830,2543,,,11931,,1151,4132,,,7247,,464,835,,,2625,,387,2590,,,11260,,1719,588,,,4987,,480,191,,,1042,,110,74387,,,252165,,,,,,,30366
2020-07-05,481,,,2473,,158,1591,,,10012,,2064,516,,,1769,,87,393,,,2500,,250,634,,,4737,,628,1277,,,3387,,672,13566,,,63530,,6963,4559,,,5852,,268,85,,,709,,86,828,,,2306,,157,2013,,,9311,,419,2138,,,5931,,980,137,,,4235,,722,2211,,,7726,,848,1987,,,6416,,495,320,,,3023,,695,10343,,,26683,,4681,146,,,1974,,214,3283,,,7556,,403,981,,,6347,,624,4819,,,12233,,1489,156,,,2290,,325,517,,,4224,,624,808,,,3679,,180,2027,,,8977,,1413,5239,,,9069,,856,2141,,,12316,,1166,4232,,,7296,,464,483,,,2748,,391,2676,,,11348,,1724,541,,,5103,,483,177,,,1088,,110,71305,,,256848,,,,,,,30639
2020-07-06,358,,,2564,,163,1732,,,10053,,2074,591,,,1796,,88,381,,,2573,,254,586,,,4811,,636,1309,,,3427,,674,14414,,,64092,,7053,4540,,,6082,,272,90,,,732,,89,870,,,2331,,157,1946,,,9636,,435,2583,,,6033,,987,189,,,4257,,728,2113,,,7954,,867,1994,,,6527,,506,328,,,3047,,704,10922,,,27070,,4754,191,,,1987,,216,3107,,,7912,,419,1024,,,6438,,649,4834,,,12444,,1516,158,,,2337,,332,581,,,4310,,628,668,,,3831,,187,1882,,,9179,,1434,5300,,,9315,,884,1963,,,12662,,1190,4533,,,7466,,471,561,,,2764,,394,2586,,,11751,,1745,512,,,5247,,501,189,,,1122,,112,73035,,,261750,,,,,,,31119
2020-07-07,291,,,2658,,171,1595,,,10313,,2138,635,,,1881,,93,364,,,2644,,263,582,,,4870,,659,1407,,,3485,,688,15543,,,64960,,7191,4755,,,6334,,300,137,,,743,,92,1010,,,2358,,162,2551,,,9933,,451,2526,,,6320,,1007,213,,,4354,,744,2306,,,8121,,889,2050,,,6628,,517,408,,,3066,,706,10982,,,27875,,4894,243,,,2024,,225,3670,,,8162,,446,1175,,,6527,,657,5107,,,12679,,1560,189,,,2381,,341,665,,,4424,,643,816,,,3918,,207,1819,,,9348,,1477,5264,,,9888,,937,2081,,,12963,,1226,5140,,,7676,,481,680,,,2842,,406,2646,,,12112,,1802,632,,,5375,,521,221,,,1146,,120,77703,,,268008,,,,,,,32014
2020-07-08,381,,,2769,,175,1623,,,10467,,2189,705,,,1921,,93,381,,,2727,,270,600,,,4895,,685,1458,,,3553,,697,15455,,,66339,,7303,4823,,,6577,,318,136,,,774,,94,1157,,,2392,,166,2800,,,10336,,473,2400,,,6564,,1022,221,,,4417,,754,2610,,,8312,,917,2207,,,6700,,529,427,,,3098,,715,11573,,,28472,,4985,234,,,2094,,229,4014,,,8499,,466,1169,,,6814,,668,5069,,,13055,,1612,179,,,2408,,349,702,,,4546,,657,1087,,,4017,,235,1800,,,9542,,1508,5472,,,10198,,960,2236,,,13343,,1271,5544,,,8037,,525,801,,,2883,,420,2677,,,12506,,1844,762,,,5558,,539,190,,,1190,,128,80893,,,275003,,,,,,,32796
2020-07-09,478,,,2812,,179,1630,,,10611,,2206,580,,,2093,,95,389,,,2817,,271,607,,,4922,,697,1492,,,3653,,705,15440,,,67410,,7450,4869,,,6752,,329,177,,,793,,94,1105,,,2481,,172,3021,,,10748,,506,2267,,,6776,,1039,258,,,4480,,764,2624,,,8619,,951,1983,,,6950,,544,387,,,3145,,729,11522,,,29226,,5062,227,,,2151,,236,3872,,,9025,,487,1104,,,7118,,685,4502,,,13528,,1663,196,,,2461,,359,702,,,4736,,668,1632,,,4092,,240,1924,,,9645,,1545,5564,,,10562,,998,2180,,,13716,,1305,5634,,,8297,,548,742,,,2927,,422,2818,,,12792,,1890,814,,,5716,,557,248,,,1229,,130,80988,,,282283,,,,,,,33526
2020-07-10,630,,,2869,,185,1564,,,10842,,2224,689,,,2161,,97,444,,,2886,,276,597,,,4954,,704,1579,,,3732,,711,14196,,,68948,,7579,4995,,,6935,,339,172,,,840,,96,1147,,,2574,,177,2739,,,11276,,533,2101,,,7001,,1060,230,,,4578,,773,2671,,,8834,,974,1937,,,7064,,552,360,,,3179,,735,12618,,,29529,,5109,244,,,2196,,242,4334,,,9220,,508,1130,,,7327,,699,4527,,,13990,,1742,198,,,2530,,366,863,,,4797,,686,2050,,,4210,,247,1975,,,9789,,1578,5422,,,10989,,1027,2297,,,14097,,1332,5577,,,8591,,559,511,,,2998,,446,3049,,,13050,,1928,780,,,5909,,572,212,,,1279,,135,81838,,,289174,,,,,,,34191
2020-07-11,643,,,2917,,185,1557,,,10971,,2250,536,,,2309,,99,447,,,2972,,282,605,,,4985,,729,1576,,,3784,,725,13529,,,69891,,7625,4964,,,7102,,354,149,,,876,,99,999,,,2638,,180,2307,,,11840,,553,1988,,,7177,,1067,275,,,4626,,782,2580,,,9027,,1001,1967,,,7169,,553,380,,,3187,,739,12587,,,29835,,5160,229,,,2248,,249,4124,,,9538,,524,1045,,,7494,,714,4347,,,14275,,1768,161,,,2598,,369,719,,,5014,,690,2164,,,4426,,260,1901,,,9910,,1608,5396,,,11254,,1080,1836,,,14562,,1392,5275,,,8796,,584,333,,,3071,,450,3032,,,13361,,1944,518,,,6091,,578,224,,,1324,,137,78393,,,295268,,,,,,,34730
2020-07-12,644,,,2948,,185,1457,,,11084,,2253,442,,,2400,,101,336,,,3057,,289,579,,,5019,,742,1571,,,3800,,725,12583,,,70344,,7657,4701,,,7199,,360,144,,,917,,106,822,,,2723,,182,1782,,,12317,,582,1866,,,7293,,1069,190,,,4711,,797,2327,,,9238,,1019,1921,,,7168,,555,362,,,3216,,744,12598,,,30072,,5184,138,,,2340,,249,4111,,,9835,,525,966,,,7622,,721,4173,,,14488,,1778,169,,,2621,,371,552,,,5204,,696,2100,,,4535,,261,1830,,,10119,,1640,5453,,,11335,,1087,1243,,,15066,,1405,5447,,,8852,,590,340,,,3091,,451,3084,,,13530,,1963,437,,,6237,,582,195,,,1369,,137,74563,,,299750,,,,,,,35006
2020-07-13,593,,,3020,,187,1559,,,11105,,2276,415,,,2492,,103,429,,,3088,,296,579,,,5044,,762,1621,,,3835,,728,13840,,,70834,,7722,4516,,,7433,,376,152,,,948,,111,777,,,2798,,183,1888,,,12576,,621,1819,,,7455,,1085,217,,,4757,,805,2544,,,9368,,1045,1747,,,7339,,563,389,,,3230,,746,13163,,,30407,,5237,153,,,2362,,251,3913,,,10306,,544,1068,,,7659,,730,4537,,,14596,,1799,167,,,2670,,375,585,,,5326,,703,2183,,,4695,,267,1768,,,10328,,1655,5424,,,11565,,1113,1009,,,15446,,1431,5478,,,9113,,604,404,,,3107,,457,3124,,,13782,,1987,573,,,6346,,588,190,,,1405,,141,76824,,,304435,,,,,,,35491
2020-07-14,456,,,3097,,193,1661,,,11233,,2296,603,,,2542,,107,336,,,3224,,310,575,,,5071,,780,1634,,,3974,,749,15322,,,71775,,7817,4430,,,7737,,383,207,,,957,,115,978,,,2826,,198,2155,,,12978,,649,1661,,,7741,,1108,271,,,4849,,817,2874,,,9546,,1084,1896,,,7444,,585,442,,,3246,,750,13229,,,31019,,5378,215,,,2406,,264,4269,,,10677,,583,1072,,,7843,,749,4766,,,14967,,1837,188,,,2731,,385,781,,,5395,,730,2606,,,4816,,277,1663,,,10579,,1689,5066,,,12108,,1170,1448,,,15647,,1455,5833,,,9524,,630,456,,,3132,,464,2913,,,14324,,2026,491,,,6617,,604,224,,,1461,,145,80721,,,311486,,,,,,,36327
2020-07-15,445,,,3126,,193,1576,,,11468,,2336,658,,,2587,,108,308,,,3305,,320,556,,,5108,,786,1598,,,4089,,774,15448,,,72776,,7910,4211,,,8094,,401,230,,,1000,,118,1047,,,2860,,215,2218,,,13363,,668,1554,,,7969,,1128,254,,,4916,,822,2957,,,9796,,1105,2174,,,7482,,591,385,,,3311,,757,13429,,,31426,,5439,163,,,2476,,264,4464,,,10937,,590,1053,,,7906,,760,4965,,,15149,,1864,182,,,2798,,389,865,,,5493,,744,2732,,,5044,,285,1586,,,10764,,1714,4823,,,12454,,1198,1432,,,16030,,1485,6064,,,9698,,639,436,,,3210,,486,2788,,,14805,,2058,553,,,6705,,612,257,,,1490,,147,81411,,,317635,,,,,,,36906
